2.9906,2.0324,160.21
-2.7808,3.1607,242.97
2.9489,2.0764,10.226
3.6143,-1.8145,166.2
3.5462,-1.8477,136.32
-2.7465,3.0678,154.77
-3.7529,-3.2575,17.994
3.6223,-1.8393,122.4
-3.7753,-3.303,159.26
-2.7726,3.1401,183.26
2.9712,2.0185,156.85
-2.8376,3.0979,57.907
2.9167,2.0474,179.02
3.5403,-1.7328,101.58
2.9893,2.024,284.34
-2.7716,3.1406,5.9655
3.0301,1.9685,167.79
2.9741,1.9953,114.67
-3.7764,-3.2667,236.07
-2.8177,3.0997,22.028
-2.7666,3.1294,119.95
-2.7739,3.1262,155.86
3.0178,2.0426,98.854
-2.8062,3.1612,183.74
-3.8159,-3.2536,52.101
3.003,2.0765,180.66
3.5823,-1.8273,65.233
3.0589,1.9794,345.5
2.9891,1.9558,3.0109
-3.7704,-3.2868,166.8
-3.7577,-3.2897,104.82
-3.7203,-3.2562,173.88
3.0107,2.0443,33.67
3.5692,-1.8368,114.2
3.0777,1.9514,156.48
3.004,1.9837,44.037
2.9745,2.0507,227.25
3.6013,-1.8503,44.967
2.9545,2.0152,181.27
3.6347,-1.7479,46.365
2.9881,2.0084,689.15
3.5961,-1.7994,3.4333
2.9921,2.0001,162.43
-2.7707,3.1164,103.07
3.5588,-1.81,96.569
3.0058,1.9803,56.109
3.5783,-1.8499,105.44
3.5821,-1.8253,158.54
2.9973,1.9824,13.34
3.5888,-1.8535,291.71
