3.6179,-1.8155,106.06
3.5508,-1.8519,138.14
3.589,-1.93,62.221
3.598,-1.8658,180.79
-2.8375,3.112,246.44
2.9587,2.114,216.82
2.9674,2.0075,14.205
3.0169,1.9939,163.34
3.0439,1.9666,173.93
-2.8114,3.0983,100
-3.7776,-3.2587,18.862
2.9854,1.9741,121.71
3.5992,-1.8855,169.72
3.6214,-1.8044,190.44
2.9905,1.972,142.77
2.9164,2.127,61.436
-2.7787,3.1571,178.26
3.6038,-1.8259,160.21
-2.794,3.1498,242.97
-2.8324,3.1528,10.226
2.9644,1.8931,166.2
3.6039,-1.8392,136.32
-3.7767,-3.2746,154.77
-3.7931,-3.2995,17.994
3.5692,-1.8529,122.4
-3.7804,-3.2906,159.26
3.5919,-1.9041,183.26
3.0132,1.8949,156.85
3.6161,-1.8654,57.907
-3.7795,-3.265,179.02
2.9921,1.938,101.58
3.597,-1.8221,284.34
3.0234,1.9837,5.9655
-3.7421,-3.2882,167.79
2.9937,1.959,114.67
3.5817,-1.7799,236.07
-2.8491,3.137,22.028
-2.7938,3.1822,119.95
-2.8395,3.1247,155.86
2.9645,1.9524,98.854
3.5734,-1.792,183.74
-2.8145,3.1501,52.101
-2.8414,3.1269,180.66
2.9934,1.9945,65.233
-3.8004,-3.299,345.5
-3.7801,-3.3092,3.0109
3.0285,2.0051,166.8
3.017,1.9804,104.82
-2.8137,3.1756,173.88
-3.772,-3.2824,33.67
