-2.8535,3.1487,201.81
3.0108,1.9802,16.785
-3.7771,-3.288,160.95
2.9295,2.0461,232.14
3.5497,-1.8119,66.572
3.629,-1.8505,22.398
3.0508,1.9962,118.53
3.5889,-1.8427,190.77
2.9976,2.0013,106.06
-2.793,3.0928,138.14
3.5685,-1.8091,62.221
3.0583,1.9676,180.79
-2.8073,3.0823,246.44
3.5824,-1.8281,216.82
3.0327,1.9727,14.205
3.5828,-1.8614,163.34
2.9595,2.029,173.93
3.0162,2.0482,100
2.9873,1.9839,18.862
-2.8376,3.1338,121.71
3.5697,-1.9431,169.72
3.6128,-1.8382,190.44
-3.8057,-3.3061,142.77
2.9893,1.9988,61.436
-2.8452,3.0982,178.26
-2.8451,3.1554,160.21
3.5865,-1.8183,242.97
2.9766,2.0556,10.226
3.0106,1.9593,166.2
2.9561,2.125,136.32
-3.7724,-3.2665,154.77
-2.793,3.1395,17.994
2.9989,1.9625,122.4
3.5628,-1.8351,159.26
3.5328,-1.8396,183.26
-2.8174,3.1169,156.85
3.5802,-1.8359,57.907
2.9921,2.03,179.02
3.0081,2.0134,101.58
-3.7833,-3.2474,284.34
3.6118,-1.8704,5.9655
3.0087,2.0185,167.79
3.589,-1.8764,114.67
-3.775,-3.2563,236.07
3.035,1.9501,22.028
-3.8027,-3.3145,119.95
3.0054,2.0385,155.86
3.5732,-1.8223,98.854
2.9862,1.9882,183.74
2.9984,1.9979,52.101
