-3.1521,4.4596,0.0075808
-6.3269,-8.8048,0.031982
-6.2835,8.8794,0.029592
6.2685,-0.0026316,0.0099326
-0.045131,-0.064964,0.0020736
3.2069,-4.4322,0.0096416
-6.2826,8.8835,0.029598
6.2589,8.8626,0.029858
3.1612,-4.4898,0.0082806
-6.2122,-8.8518,0.032042
9.4219,-4.4335,0.027133
9.4148,4.4541,0.027201
3.1502,4.4078,0.0076828
3.1429,-4.4731,0.0077007
0.029863,0.064883,0.0014989
-9.4527,4.4608,0.027783
3.1699,4.4922,0.0085651
0.056015,-0.041809,0.0020059
-3.158,-4.4055,0.00783
-3.193,-4.4455,0.0088125
9.3892,4.4535,0.027657
3.1722,4.3974,0.0083356
-3.1094,-4.4501,0.0078989
3.1612,-4.4921,0.0083413
9.4383,4.417,0.027407
6.3114,0.0039839,0.01036
0.0058567,-0.060703,0.00093913
-3.1221,-4.3602,0.0090871
9.3948,4.3957,0.0279
3.1561,4.3746,0.0085458
-3.1418,4.4335,0.0074038
0.0023908,-8.9011,0.019869
-6.278,-8.8627,0.029637
6.2793,8.9383,0.03053
-0.062046,0.010348,0.0019519
-6.2605,-8.8339,0.030239
-6.2807,-8.8473,0.029803
6.2776,8.9042,0.029775
3.0872,4.4367,0.0087944
-0.026942,0.09008,0.0023923
3.0886,-4.3834,0.0094751
6.3306,8.9282,0.031524
0.0064785,8.8849,0.019757
0.016383,-0.014939,0.00019011
-0.13129,0.034505,0.0089053
6.2639,-8.9039,0.029898
6.28,8.936,0.030457
0.043569,8.913,0.020995
-3.1666,-4.4173,0.0078622
-9.4227,-4.4292,0.02715
