4,4,2,0,0
4,3,3,1,0
4,4,2,0,0
4,4,3,0,0
4,4,3,0,0
4,4,2,0,0
4,4,3,0,0
4,4,2,1,0
4,4,3,1,0
4,4,2,0,0
4,4,2,1,0
4,4,3,0,0
4,4,3,1,0
4,4,3,1,0
4,4,1,0,0
4,4,2,0,0
4,4,1,0,0
4,4,3,1,0
4,4,4,1,0
4,4,3,0,0
4,4,4,2,1
4,4,3,1,0
4,4,3,0,0
4,4,3,0,0
4,4,2,0,0
4,4,3,0,0
4,4,3,2,0
4,4,1,0,0
4,4,2,2,0
4,4,3,1,0
4,3,2,0,0
4,4,3,1,0
4,4,2,0,0
4,4,3,1,0
4,4,2,1,0
4,4,2,0,0
4,4,1,0,0
4,4,2,0,0
4,4,4,1,0
4,4,3,0,0
4,4,3,0,0
4,4,3,1,0
4,4,1,0,0
4,4,3,1,0
4,4,4,1,0
4,4,2,0,0
4,4,4,1,1
4,4,2,1,0
4,4,2,1,0
4,4,2,0,0
