56,-0.41,-0.0066667,0.10668
36,-0.48333,-0.0066667,0.10668
25,-0.48333,-0.0066667,0.10668
18,-0.48333,-0.0066667,0.10668
13,-0.50333,-0.0066667,0.10668
11,-0.50333,-0.0066667,0.10668
9,-0.50333,-0.0066667,0.10668
7,-0.50667,-0.0066667,0.10668
6,-0.51,-0.0066667,0.10156
5,-0.51,-0.0066667,0.10156
4,-0.51,-0.0066667,0.10156
4,-0.51,-0.0066667,0.10156
2,-0.52,-0.0066667,0.090381
2,-0.52,-0.0066667,0.090381
2,-0.52,-0.0066667,0.090381
2,-0.53,-0.0066667,0.090381
1,-0.53,-0.0066667,0.090381
1,-0.53,-0.0066667,0.090381
1,-0.53,-0.0066667,0.10083
1,-0.53,-0.0066667,0.10083
1,-0.53984,-0.0066667,0.10083
0,-0.53984,-0.0066667,0.10083
1,-0.53984,-0.0066667,0.10083
0,-0.53984,-0.0066667,0.090381
0,-0.53984,-0.0066667,0.090381
0,-0.53984,-0.0066667,0.090381
0,-0.54667,-0.0066667,0.086982
0,-0.55333,-0.0066667,0.090381
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
1,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
0,-0.57667,-0.0066667,0.044524
1,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
1,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,-0.045764
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59333,-0.0033333,0.00078352
0,-0.59525,-0.0033333,-0.045764
0,-0.59525,-0.0033333,-0.045764
