-0.038323,0.0086521,1.1461
3.1694,-4.4863,1.9331
0.086471,-0.13258,1.0248
-0.075452,0.023299,1.0964
3.1647,4.4498,1.1719
-0.095133,0.0020839,0.99726
0.014319,0.096511,0.032258
-0.022425,0.064028,0.10604
3.0745,4.4877,1.3108
0.020917,0.0074996,1.955
3.1553,-4.3668,0.89256
-0.096028,-0.043491,0.65848
-0.03423,-0.12226,0.59514
-0.029694,-0.0059431,1.1581
0.12951,-0.045588,1.5895
-3.1365,4.454,1.1321
-3.1819,4.4143,1.3349
0.0062947,-0.02287,1.6046
-3.1638,-4.4242,0.83957
0.0099007,-0.011047,0.19909
-0.045206,-0.036102,0.26175
3.164,4.5542,1.4129
0.053205,-0.13181,1.8931
3.1485,4.4185,0.75109
0.05462,-0.057787,1.1796
0.0053407,0.022935,1.0673
-0.092515,0.051335,1.0077
0.081674,-0.039339,1.1036
3.1636,4.4167,1.3021
-0.073913,-0.097952,1.571
-3.1546,-4.2923,1.8206
-0.025142,0.10588,0.62042
0.056708,-0.14604,0.20784
-3.0926,-4.4812,0.60841
-0.10196,0.079163,1.3471
-3.1651,-4.3774,1.5866
0.11339,-0.081128,0.72072
-0.03252,0.00044753,1.6306
0.041664,-0.0061402,1.45
0.088736,0.020619,0.72628
3.1059,-4.4693,0.6423
-0.0014773,-0.0011466,1.4178
3.1544,-4.4934,1.6743
-3.0548,-4.5004,1.7733
3.2148,-4.3853,0.46253
-0.045221,0.019646,0.15043
-3.1046,-4.5148,1.0019
-0.028503,-0.019324,1.0869
3.1246,4.4439,1.1614
-0.0046213,-0.0074167,0.86863
