1,118,-0.53667,-0.0066667,0.051508
2,86,-0.54667,-0.0066667,0.20593
3,66,-0.56351,-0.0066667,0.21128
4,34,-0.56878,-0.0078849,0.20224
5,51,-0.56878,-0.0078849,0.20224
6,33,-0.59,-0.0033333,0.11545
7,37,-0.59,-0.0033333,0.11545
8,31,-0.59,-0.0033333,0.11545
9,21,-0.6,-0.0066667,0.22228
10,26,-0.6,-0.0066667,0.22228
11,20,-0.61667,-0,0.075539
12,17,-0.61667,-0,0.075539
13,22,-0.61667,-0,0.075539
14,27,-0.61667,-0,0.075539
15,12,-0.61667,-0,0.075539
16,12,-0.61667,-0,0.075539
17,17,-0.61667,-0,0.075539
18,17,-0.61667,-0,0.075539
19,14,-0.61667,-0,0.075539
20,7,-0.61667,-0,0.075539
21,12,-0.61667,-0,0.075539
22,7,-0.61667,-0,0.075539
23,6,-0.61667,-0,0.075539
24,7,-0.61667,-0,0.075539
25,6,-0.61667,-0,0.075539
26,9,-0.61667,-0,0.075539
27,12,-0.61667,-0,0.075539
28,6,-0.61667,-0,0.075539
29,8,-0.61667,-0,0.075539
30,6,-0.61667,-0,0.075539
31,6,-0.61667,-0,0.075539
32,10,-0.61667,-0,0.075539
33,14,-0.61667,-0,0.075539
34,2,-0.61667,-0,0.075539
35,7,-0.61667,-0,0.075539
36,7,-0.61667,-0,0.075539
37,8,-0.61667,-0,0.075539
38,5,-0.61667,-0,0.075539
39,6,-0.61667,-0,0.075539
40,8,-0.61667,-0,0.075539
41,4,-0.61667,-0,0.075539
42,5,-0.61667,-0,0.075539
43,5,-0.61667,-0,0.075539
44,2,-0.61667,-0,0.075539
45,5,-0.61667,-0,0.075539
46,1,-0.61667,-0,0.075539
47,5,-0.61667,-0,0.075539
48,9,-0.61667,-0,0.075539
49,2,-0.61667,-0,0.075539
50,5,-0.61667,-0,0.075539
51,7,-0.61667,-0,0.075539
52,4,-0.61667,-0,0.075539
53,3,-0.61667,-0,0.075539
54,3,-0.61667,-0,0.075539
55,6,-0.61667,-0,0.075539
56,4,-0.61667,-0,0.075539
57,6,-0.61667,-0,0.075539
58,4,-0.61667,-0,0.075539
59,0,-0.61667,-0,0.075539
60,5,-0.61667,-0,0.075539
61,4,-0.62333,-0,-0.0786
62,5,-0.62333,-0,-0.0786
63,3,-0.62333,-0,-0.0786
64,1,-0.62333,-0,-0.0786
65,2,-0.62333,-0,-0.0786
66,4,-0.62333,-0,-0.0786
67,4,-0.62333,-0,-0.0786
68,4,-0.62333,-0,-0.0786
69,5,-0.62333,-0,-0.0786
70,5,-0.62333,-0,-0.0786
71,3,-0.62333,-0,-0.0786
72,3,-0.62333,-0,-0.0786
73,2,-0.62333,-0,-0.0786
74,1,-0.62333,-0,-0.0786
75,5,-0.62333,-0,-0.0786
76,5,-0.62333,-0,-0.0786
77,3,-0.65333,0.0033333,0.16129
78,3,-0.65333,0.0033333,0.16129
79,1,-0.65333,0.0033333,0.16129
80,2,-0.65333,0.0033333,0.16129
81,2,-0.65333,0.0033333,0.16129
82,3,-0.65333,0.0033333,0.16129
83,0,-0.65333,0.0033333,0.16129
84,0,-0.65333,0.0033333,0.16129
85,3,-0.65333,0.0033333,0.16129
86,4,-0.65333,0.0033333,0.16129
87,3,-0.65333,0.0033333,0.16129
88,2,-0.65333,0.0033333,0.16129
89,2,-0.65333,0.0033333,0.16129
90,3,-0.65333,0.0033333,0.16129
91,3,-0.65333,0.0033333,0.16129
92,2,-0.65333,0.0033333,0.16129
93,0,-0.65333,0.0033333,0.16129
94,0,-0.65333,0.0033333,0.16129
95,1,-0.65333,0.0033333,0.16129
96,0,-0.65333,0.0033333,0.16129
97,1,-0.65333,0.0033333,0.16129
98,1,-0.65333,0.0033333,0.16129
99,2,-0.65333,0.0033333,0.16129
100,4,-0.65333,0.0033333,0.16129
101,5,-0.65333,0.0033333,0.16129
102,1,-0.65333,0.0033333,0.16129
103,1,-0.65333,0.0033333,0.16129
104,2,-0.65333,0.0033333,0.16129
105,1,-0.65333,0.0033333,0.16129
106,2,-0.65333,0.0033333,0.16129
