13,0,0,0,0
14,2,0,0,0
14,5,1,0,0
12,3,0,0,0
10,3,1,1,0
14,2,0,0,0
14,2,0,0,0
13,5,0,0,0
13,3,1,0,0
13,5,3,1,0
13,3,0,0,0
9,3,1,0,0
15,2,0,0,0
14,4,1,0,0
13,2,1,0,0
15,5,0,0,0
15,4,0,0,0
14,4,0,0,0
15,5,0,0,0
16,6,2,0,0
14,3,1,0,0
15,3,0,0,0
14,4,0,0,0
13,3,0,0,0
14,3,1,1,0
9,3,0,0,0
12,5,0,0,0
13,3,0,0,0
12,4,1,0,0
11,3,0,0,0
12,1,0,0,0
13,3,1,0,0
14,1,0,0,0
14,6,0,0,0
12,3,0,0,0
15,2,0,0,0
14,5,0,0,0
13,4,0,0,0
13,4,0,0,0
11,3,0,0,0
15,5,1,0,0
16,3,1,0,0
11,3,0,0,0
16,5,1,0,0
16,4,0,0,0
15,3,0,0,0
15,2,0,0,0
16,4,0,0,0
14,7,1,0,0
14,2,0,0,0
