17,5,0,0,0
15,6,1,0,0
15,4,1,0,0
14,5,1,0,0
16,4,2,0,0
14,2,0,0,0
15,2,0,0,0
17,6,0,0,0
15,6,3,0,0
17,3,0,0,0
16,8,0,0,0
16,1,1,0,0
15,4,1,0,0
18,5,0,0,0
15,5,0,0,0
14,3,0,0,0
14,3,0,0,0
16,5,0,0,0
16,6,1,0,0
17,3,0,0,0
16,3,0,0,0
18,5,0,0,0
17,8,3,0,0
13,5,0,0,0
14,1,0,0,0
14,4,2,1,0
16,5,1,0,0
15,4,1,0,0
15,4,1,0,0
16,4,1,0,0
16,6,0,0,0
17,4,2,1,0
14,7,1,0,0
17,4,0,0,0
16,3,0,0,0
13,3,1,0,0
16,3,1,0,0
16,3,0,0,0
17,4,0,0,0
15,7,0,0,0
14,4,1,1,0
16,7,2,1,0
15,3,0,0,0
15,5,0,0,0
17,3,1,0,0
18,4,0,0,0
17,6,0,0,0
14,3,0,0,0
17,5,0,0,0
15,2,0,0,0
