36,31,28,26,16
36,32,29,25,12
36,29,28,24,14
36,28,28,26,14
36,29,26,25,12
36,31,28,23,14
36,28,28,24,11
36,28,27,26,13
36,28,27,27,8
36,29,28,22,12
36,29,27,26,10
36,31,29,26,13
36,30,28,24,14
36,30,27,24,10
36,29,27,26,12
36,29,28,24,14
36,29,27,21,12
36,29,26,22,11
36,31,28,22,10
36,30,27,25,8
36,28,27,27,12
36,30,28,27,11
36,33,30,23,14
36,29,28,24,15
36,30,30,27,14
36,32,29,26,14
36,32,30,26,12
36,29,28,26,11
36,28,27,25,14
36,28,28,25,12
36,29,28,23,13
36,29,28,26,10
36,29,28,24,13
36,28,28,21,13
36,29,28,25,9
36,29,29,26,14
36,28,26,25,10
36,32,28,25,11
36,28,27,25,8
36,31,30,28,10
36,29,29,27,9
36,30,28,22,9
36,29,28,25,13
36,30,28,26,14
36,30,28,26,11
36,29,27,25,10
36,28,28,25,12
36,27,26,25,12
36,28,28,25,9
36,27,27,23,14
