5,3,2,1,1
5,3,1,1,1
5,3,2,1,1
5,3,2,1,1
5,4,1,1,1
5,5,2,1,1
5,4,1,1,1
5,4,1,1,1
5,5,2,1,1
5,5,2,1,1
5,4,2,1,1
5,4,2,1,1
5,4,2,1,1
5,4,1,1,1
5,4,1,1,1
5,4,2,1,1
5,4,1,1,1
5,5,2,1,1
5,4,1,1,1
5,4,2,1,1
5,3,1,1,1
5,4,1,1,1
5,3,1,1,1
5,3,1,1,1
5,4,1,1,1
5,4,1,1,1
5,3,1,1,1
5,4,1,1,1
5,4,1,1,1
5,3,1,1,1
5,3,1,1,1
5,3,1,1,1
5,3,1,1,1
5,4,1,1,1
5,3,1,1,1
5,4,1,1,1
5,5,2,1,1
5,5,2,1,1
5,5,2,1,1
5,4,2,1,1
5,5,2,1,1
5,5,2,1,1
5,5,2,1,1
5,4,2,1,1
5,5,2,1,1
5,5,2,1,1
5,5,2,1,1
5,4,1,1,1
5,5,2,1,1
5,4,2,1,1
