2.9882,2.1113,0.20039
3.6097,-1.8892,0.051756
3.0021,1.9472,0.044169
-2.7671,3.1041,0.074512
3.0985,1.8462,0.44257
3.0095,1.9254,0.08046
3.0108,1.8959,0.15731
-2.8499,3.1553,0.088059
-2.7719,3.0688,0.18686
3.0366,2.1263,0.4316
-2.7719,3.167,0.088927
3.0699,1.9124,0.18763
2.9852,2.0664,0.065675
3.5937,-1.8237,0.014791
3.0201,1.9965,0.013849
-2.7073,3.1654,0.35275
-3.7213,-3.235,0.21545
-3.7776,-3.3019,0.016609
3.0888,2.3937,4.1796
3.0305,2.0714,0.16824
2.8758,2.0882,0.46749
-3.8455,-3.3505,0.33608
-3.8016,-3.2128,0.28689
3.5468,-1.9001,0.12709
2.9614,1.962,0.10782
3.0485,2.0028,0.091089
2.9127,2.0594,0.23217
2.9848,2.1557,0.40342
2.9926,2.0324,0.015306
-2.8099,3.216,0.29654
3.0482,2.0202,0.1138
3.0664,1.9502,0.14176
2.9998,1.9761,0.0097457
2.8998,2.0433,0.30601
3.6047,-1.7733,0.11135
3.0113,2.0743,0.11889
3.0215,2.0514,0.085482
2.9231,1.9587,0.30473
-3.7861,-3.2734,0.0087758
3.0355,1.918,0.099092
3.0739,1.9372,0.17927
3.5691,-1.9474,0.17434
-3.6791,-3.2686,0.53728
-3.8228,-3.3937,0.53079
2.9841,1.9961,0.010847
3.0518,2.0457,0.18498
-3.7095,-3.3119,0.371
-2.7829,3.147,0.026277
3.1719,2.1013,1.6959
2.9957,2.0091,0.0013017
